   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
1231,000070042,,,,,,,,,,,,,,,,,9/23/2013,1985,509,84546,M
1232,000071023,,,,,,,,,,,,,,,,,10/31/2013,1964,20,8427,M
1233,000071094,,,,,,,,,,,,,,,,,10/23/2013,1979,28,3248,F
1234,000071083,,,,,,,,,,,,,,,,,10/23/2013,1977,28,2654,F
1235,000071262,8,8,14100000,0,,,,,,,,,,,,,10/24/2013,1961,27,6031,M
1236,000074474,,,,,,,,,,,,,,,,,2/20/2014,1974,64,2643,M
1237,000070058,,,,,,,,,,,,,,,,,9/23/2013,1992,15,5482607,F
1238,000071268,,,,,,,,,,,,,,,,,10/24/2013,1978,27,5176,M
1239,000071061,,,,,,,,,,,,,,,,,10/24/2013,1975,27,7174,M
1240,000071018,,,,,,,,,,,,,,,,,10/23/2013,1978,35,8430,M
1241,000070544,,,,,,,,,,,,,,,,,10/2/2013,1985,6,51836,M
1242,000074881,,,,,,,,,,,,,,,,,2/24/2014,1970,60,7785,M
1243,000071046,,,,,,,,,,,,,,,,,10/31/2013,1981,20,8574,M
1244,000076089,,,,,,,,,,,,,,,,,4/2/2014,1990,69,4510,M
1245,000069730,4,7,13200000,13234865,7,11,25250000,25210816,6,9,20000000,20005219,3,5,12700000,13753512,9/10/2013,1990,59,1139299,F
1246,000071113,,,,,,,,,,,,,,,,,10/23/2013,1990,28,54172,M
1247,000071254,,,,,,,,,,,,,,,,,10/24/2013,1963,27,161531,M
1248,000073272,,,,,,,,,,,,,,,,,12/18/2013,1959,27,5108,F
1249,000074698,,,,,,,,,,,,,,,,,2/24/2014,1970,60,4016,M
1250,000070938,6,8,6000000,5000000,,,,,,,,,,,,,10/31/2013,1974,20,2561,M
1251,000073626,,,,,,,,,,,,,,,,,12/31/2013,1940,0,51739,M
1252,000074959,,,,,,,,,,,,,,,,,2/24/2014,1965,60,1650,M
1253,000076585,,,,,,,,,,,,,,,,,4/11/2014,1985,60,4328,M
1254,000073903,,,,,,,,,,,,,,,,,1/10/2014,1976,311,74539,F
1255,000074791,,,,,,,,,,,,,,,,,2/24/2014,1984,60,3198,M
1256,000074443,,,,,,,,,,,,,,,,,2/20/2014,1958,64,851,M
1257,000074584,,,,,,,,,,,,,,,,,2/21/2014,1975,63,1621,M
1258,000074784,,,,,,,,,,,,,,,,,2/21/2014,1975,63,7947,M
1259,000073501,,,,,,,,,,,,,,,,,12/26/2013,1964,1,54707,M
1260,000070911,,,,,,,,,,,,,,,,,10/23/2013,1962,28,6098,M
1261,000071057,,,,,,,,,,,,,,,,,10/24/2013,1975,27,1206,M
1262,000070953,,,,,,,,,,,,,,,,,10/23/2013,1975,184,418956,M
1263,000071120,,,,,,,,,,,,,,,,,10/23/2013,1970,29,6838,M
1264,000071177,,,,,,,,,,,,,,,,,10/24/2013,1976,27,5646,M
1265,000071032,,,,,,,,,,,,,,,,,10/24/2013,1986,27,7157,M
1266,000071283,,,,,,,,,,,,,,,,,10/24/2013,1977,27,3864,M
1267,000071285,,,,,,,,,,,,,,,,,10/24/2013,1959,27,6613,M
1268,000070937,,,,,,,,,,,,,,,,,10/23/2013,1985,28,1652,M
1269,000071223,,,,,,,,,,,,,,,,,10/24/2013,1957,27,3937,M
1270,000072016,,,,,,,,,,,,,,,,,11/13/2013,1973,0,201213,M
1271,000071052,,,,,,,,,,,,,,,,,10/24/2013,1986,27,6818,M
1272,000071871,,,,,,,,,,,,,,,,,11/7/2013,1987,0,156165,F
1273,000070939,,,,,,,,,,,,,,,,,10/23/2013,1968,29,8254,M
1274,000070976,19,21,41950000,40000000,,,,,,,,,,,,,10/31/2013,1977,20,9825,M
1275,000071055,,,,,,,,,,,,,,,,,10/23/2013,1971,29,4862,M
1276,000071158,,,,,,,,,,,,,,,,,10/23/2013,1976,28,676,M
1277,000071245,,,,,,,,,,,,,,,,,10/24/2013,1982,27,8638,M
1278,000071266,,,,,,,,,,,,,,,,,10/24/2013,1975,27,7436,M
1279,000071173,,,,,,,,,,,,,,,,,10/24/2013,1977,28,7333,M
1280,000071178,,,,,,,,,,,,,,,,,10/24/2013,1975,27,1034,F
1281,000057547,3,14,380230417,1239952969,13,18,911089100,1231038057,6,19,3026111000,4451194999,5,10,387300000,2387028000,9/3/2013,1965,105,131517,F
1282,000074556,,,,,,,,,,,,,,,,,2/19/2014,1978,65,2493,M
1283,000076435,,,,,,,,,,,,,,,,,4/7/2014,1962,0,102567,F
1284,000074782,,,,,,,,,,,,,,,,,2/21/2014,1982,59,2216,F
1285,000070934,,,,,,,,,,,,,,,,,10/23/2013,1976,28,7112,M
1286,000075900,12,15,27914163,28100000,16,21,27590154,27700000,12,15,27766517,27700000,20,22,18501800,18400000,3/27/2014,1963,0,138105,M
1287,000074361,,,,,,,,,,,,,,,,,2/19/2014,1977,65,7748,M
1288,000074530,,,,,,,,,,,,,,,,,2/21/2014,1967,63,4663,M
1289,000071220,,,,,,,,,,,,,,,,,10/24/2013,1972,27,8187,M
1290,000071292,,,,,,,,,,,,,,,,,10/24/2013,1975,28,6106,M
1291,000074914,,,,,,,,,,,,,,,,,2/25/2014,1968,59,4504,M
1292,000074411,,,,,,,,,,,,,,,,,2/18/2014,1978,66,1805,M
1293,000076857,,,,,,,,,,,,,,,,,4/23/2014,1959,48,55628,M
1294,000074440,,,,,,,,,,,,,,,,,2/19/2014,1963,65,1032,M
1295,000074513,,,,,,,,,,,,,,,,,2/21/2014,1981,63,6623,M
1296,000076075,,,,,,,,,,,,,,,,,4/2/2014,1986,21,6811,M
1297,000071155,5,8,9000000,9057096,2,4,6000000,6468888,2,3,3000000,3000000,1,2,300000,4109534,10/23/2013,1967,35,4282264,M
1298,000071021,,,,,,,,,,,,,,,,,10/23/2013,1978,28,6330,M
1299,000074815,,,,,,,,,,,,,,,,,2/24/2014,1972,60,7044,M
1300,000071221,,,,,,,,,,,,,,,,,10/24/2013,1974,28,5667,M
1301,000074611,,,,,,,,,,,,,,,,,2/20/2014,1962,64,5375,M
1302,000074509,,,,,,,,,,,,,,,,,2/20/2014,1977,64,1966,M
1303,000074750,,,,,,,,,,,,,,,,,2/21/2014,1987,63,3574,M
1304,000074668,,,,,,,,,,,,,,,,,2/21/2014,1968,63,7378,M
1305,000077901,,,,,,,,,,,,,,,,,6/6/2014,1962,0,55230,F
1306,000077406,,,,,,,,,,,,,,,,,5/19/2014,1985,22,88291,M
1307,000075183,7,7,87900000,0,9,11,99500000,10844444,11,18,109800000,4017066667,7,7,81900000,0,3/3/2014,1969,14,26711926,M
1308,000074435,,,,,,,,,,,,,,,,,2/20/2014,1975,64,6692,M
1309,000074546,,,,,,,,,,,,,,,,,2/19/2014,1972,65,4292,M
1310,000074860,,,,,,,,,,,,,,,,,2/24/2014,1964,60,5880,M
1311,000076844,,,,,,,,,,,,,,,,,4/23/2014,1973,48,70830,M
1312,000076082,,,,,,,,,,,,,,,,,4/2/2014,1992,36,7330,M
1313,000073938,,,,,,,,,,,,,,,,,1/14/2014,1982,0,6153,F
1314,000076524,16,19,31350000,31374000,13,16,30200000,30271500,12,15,30200000,30271500,10,12,20300000,20181000,4/10/2014,1983,28,48099,M
1315,000076741,,,,,,,,,,,,,,,,,4/18/2014,1957,0,106888,M
1316,000077545,,,,,,,,,,,,,,,,,5/26/2014,1991,3,938,F
1317,000074826,,,,,,,,,,,,,,,,,2/24/2014,1957,60,7150,M
1318,000083753,,,,,,,,,,,,,,,,,1/6/2015,1979,520,36055,M
1319,000080883,6,8,25500000,23156297,6,9,29500000,33621501,13,19,60000000,54990715,3,4,14000000,3981450,9/23/2014,1983,30,4211557,F
1320,000079046,17,20,649200302,651800000,2,3,398350698,495834793,,,,,,,,,7/23/2014,1985,0,6664,F
1321,000074682,,,,,,,,,,,,,,,,,2/24/2014,1975,60,934,M
1322,000074404,,,,,,,,,,,,,,,,,2/18/2014,1969,66,5583,M
1323,000080690,,,,,,,,,,,,,,,,,9/15/2014,1956,0,1006119,M
1324,000081244,,,,,,,,,,,,,,,,,10/3/2014,1931,0,205295,M
1325,000080876,2,2,6642223,0,3,6,10017779,9700000,3,6,10017779,10000000,4,8,13344334,13500000,9/23/2014,1984,0,333691,F
1326,000081232,36,50,96000000,128907845,55,68,163811000,134307537,41,59,144800000,162155689,28,36,89000000,97243695,10/3/2014,1966,27,66341337,M
1327,000081604,,,,,,,,,,,,,,,,,10/14/2014,1979,16,55898,F
1328,000082240,3,5,6744621,8000000,3,4,6671310,3000000,5,8,10549719,11000000,14,16,23415482,14000000,11/5/2014,1984,0,2797930,F
1329,000074195,,,,,,,,,,,,,,,,,1/27/2014,1978,0,9540340,F
1330,000074589,,,,,,,,,,,,,,,,,2/21/2014,1967,63,5240,M
1331,000074521,,,,,,,,,,,,,,,,,2/18/2014,1986,66,7432,M
1332,000091878,9,1243,3676000000,3897266979,9,1051,3217000000,3160447200,12,869,2524000000,2285544580,9,222,578741028,578214099,6/21/2016,1988,1,32521,F
1333,000081538,,,,,,,,,,,,,,,,,10/8/2014,1989,0,6259,F
1334,000082298,,,,,,,,,,,,,,,,,11/7/2014,1989,0,51273,M
1335,000096602,,,,,,,,,,,,,,,,,6/29/2016,1996,0,6130,M
1336,000087066,18,25,149244000,148692513,24,28,193166000,146650054,5,8,15300000,28350200,7,10,25011000,6300000,6/9/2015,1975,8,556005,M
1337,000096279,4,21,11050000,9699046,9,48,15900000,18404556,2,13,4000000,3295673,6,28,10800000,10064741,6/20/2016,1988,8,510001,M
1338,000082494,3,3,2050000,0,3,3,1800000,0,3,3,2050000,0,2,2,1200000,0,11/20/2014,1968,30,769017,M
1339,000086698,,,,,,,,,,,,,,,,,5/29/2015,1964,0,14221,M
1340,000077367,,,,,,,,,,,,,,,,,5/16/2014,1992,31,51791,M
1341,000074692,,,,,,,,,,,,,,,,,2/24/2014,1967,60,8307,M
1342,000074607,,,,,,,,,,,,,,,,,2/20/2014,1968,64,5999,M
1343,000072629,,,,,,,,,,,,,,,,,5/22/2015,1958,0,23025413,F
1344,000080165,24,25,24601636,30000000,31,32,29746686,30000000,42,43,35851878,30000000,33,34,34866606,30000000,9/3/2014,1951,0,23208576,F
1345,000075970,,,,,,,,,,,,,,,,,4/1/2014,1982,52,8213,M
1346,000073737,,,,,,,,,,,,,,,,,1/3/2014,1968,24,2295,M
1347,000076985,,,,,,,,,,,,,,,,,4/26/2014,1979,45,7425,M
1348,000073932,,,,,,,,,,,,,,,,,1/13/2014,1979,12,4111,M
1349,000074771,,,,,,,,,,,,,,,,,2/21/2014,1977,63,7115,M
1350,000074872,,,,,,,,,,,,,,,,,2/24/2014,1964,60,4362,M
1351,000078997,4,11,147737417,147560000,,,,,,,,,,,,,7/18/2014,1982,0,3580,M
1352,000074710,,,,,,,,,,,,,,,,,2/24/2014,1981,60,6601,M
1353,000087400,,,,,,,,,,,,,,,,,6/23/2015,1956,0,50932,F
1354,000074720,,,,,,,,,,,,,,,,,2/20/2014,1973,64,6797,M
1355,000076440,,,,,,,,,,,,,,,,,4/7/2014,1993,313,71981,F
1356,000075661,7,10,21187555,21170000,11,14,20756443,20970000,12,15,20331999,20330000,26,28,13549957,13500000,3/13/2014,1985,0,351684,M
1357,000076049,29,32,10846433,10600000,45,51,16001317,16381901,31,34,15399684,15300000,29,32,15054151,15000000,4/1/2014,1988,0,325784,M
1358,000077196,,,,,,,,,,,,,,,,,5/13/2014,1975,28,8259,M
1359,000079020,27,28,220059400,50000000,7,11,27013200,201000000,6,10,307450000,320000000,8,9,57013200,202634627,7/21/2014,1968,4,168341870,M
1360,000078254,13,16,11765443,12000000,15,17,8928112,8000000,40,43,10258195,10600000,27,31,14938261,15700000,6/20/2014,1985,0,1128610,M
1361,000077288,,,,,,,,,,,,,,,,,5/14/2014,1987,27,52499,M
1362,000079177,,,,,,,,,,,,,,,,,7/31/2014,1979,6,133032,F
1363,000082390,,,,,,,,,,,,,,,,,11/13/2014,1956,0,897432,M
1364,000074961,,,,,,,,,,,,,,,,,2/25/2014,1980,59,6615,M
1365,000075870,,,,,,,,,,,,,,,,,4/1/2014,1989,52,3469,M
1366,000076290,,,,,,,,,,,,,,,,,4/3/2014,1987,20,2474,M
1367,000074578,,,,,,,,,,,,,,,,,2/20/2014,1968,64,3,M
1368,000083949,1,2,2300000,1525532,,,,,,,,,,,,,1/12/2015,1982,100,83094,M
1369,000077664,,,,,,,,,,,,,,,,,5/30/2014,1978,26,6338,M
1370,000076551,,,,,,,,,,,,,,,,,4/10/2014,1972,43,6702,M
1371,000096978,0,1,0,100000,,,,,,,,,,,,,7/6/2016,1978,0,100832,F
1372,000088953,5,11,43575694,58070000,6,10,43469722,29100000,5,9,13583332,33600000,5,7,47576944,26720000,8/12/2015,1981,8,49971,M
1373,000090322,6,6,8227400,0,,,,,,,,,,,,,10/13/2015,1989,16,45429,M
1374,000091936,,,,,,,,,,,,,,,,,12/16/2015,1994,0,50700,M
1375,000091487,,,,,,,,,,,,,,,,,11/26/2015,1940,13,64557,M
1376,000092898,12,18,19450000,19508819,15,21,22950000,22944064,8,11,14950000,14983044,,,,,2/4/2016,1982,54,37495,M
1377,000090020,16,21,43509500,43514881,16,23,69850000,69832285,5,9,10600000,10603925,3,6,8750000,9000282,10/1/2015,1993,1,329056,F
1378,000094761,1,1,550000,0,,,,,,,,,,,,,4/25/2016,1983,11,62823,F
1379,000093518,6,9,25576439,25400000,8,12,27037869,27100000,7,10,26919813,27100000,6,9,31167884,31100000,3/7/2016,1983,0,210362,M
1380,000093439,6,9,40015834,37750000,8,11,40467222,40700000,6,9,40006666,40020000,9,13,41858694,55653000,3/3/2016,1975,1,201796,F
1381,000091582,4,6,6500000,6020000,4,5,8000000,8000000,3,4,5000000,5000000,,,,,12/2/2015,1965,1,564968,F
1382,000092494,,,,,,,,,,,,,,,,,1/11/2016,1997,0,1488,M
1383,000092869,8,14,12000000,21158298,8,14,19000000,19407150,4,10,9000000,17997773,3,8,6000000,26935558,2/4/2016,1976,54,50480529,M
1384,000087708,14,15,98441800,100000000,26,31,203897900,232380000,29,34,206050411,252200000,42,49,164860234,164600000,6/30/2015,1984,248,76120951,F
1385,000091719,,,,,,,,,,,,,,,,,12/7/2015,1972,91,15879618,M
1386,000090249,,,,,,,,,,,,,,,,,10/7/2015,1976,527,100165,M
1387,000090254,8,11,16431093,16378000,6,9,17272014,17500000,6,9,17914508,17900000,11,14,18440116,18150000,10/7/2015,1981,0,28569,M
1388,000094006,12,18,18000000,16082500,8,12,15000000,14137500,8,14,15000000,18582500,4,5,9900000,6161054,4/1/2016,1989,26,48163,M
1389,000092871,28,34,73066000,46850000,17,22,537921965,538250000,14,20,36810115,46050000,5,11,2774241640,2817620000,2/4/2016,1965,54,53490617,M
1390,000090073,7,7,19250000,0,3,3,6250000,0,,,,,,,,,10/2/2015,1975,31,92178,F
1391,000092891,9,15,19300000,16090000,3,7,9000000,14150000,12,19,10500000,33737900,15,24,33006600,56241200,2/4/2016,1976,54,52039257,M
1392,000092920,19,22,13200000,9660000,,,,,,,,,,,,,2/4/2016,1993,54,370360,M
1393,000088997,1,3,69000000,68670000,,,,,28,34,328470400,328895000,25,31,411336800,412410000,8/14/2015,1977,18,1515376,M
1394,000094763,1,19,99000000,25473398,,,,,,,,,1,1,25870000,0,4/25/2016,1991,10,63053,F
1395,000092451,,,,,,,,,,,,,,,,,1/7/2016,1986,0,106129,F
1396,000085726,145,164,31155720100,31373952250,211,237,88330881063,88372146874,239,269,37728592136,37458686250,204,224,13366875459,14951707141,7/24/2015,1979,0,1588644550,F
1397,000093066,11,17,13950000,16489246,15,21,21500000,19004983,5,7,5000000,5004901,,,,,2/5/2016,1987,53,13166,M
1398,000088098,,,,,,,,,,,,,,,,,7/9/2015,1990,1,101850,M
1399,000092925,33,42,3090301425,3080882000,83,94,309807753,307626100,41,49,109515137,125275000,43,51,115532688,147510900,2/4/2016,1969,32,52188541,M
1400,000092877,11,17,22300000,22582500,11,15,18578386,18582500,9,15,18278928,22582500,10,15,24848096,23582500,2/4/2016,1990,54,3519911,M
1401,000088229,,,,,,,,,,,,,,,,,7/17/2015,1989,0,360060,F
1402,000087651,6,9,14900000,14900000,,,,,,,,,,,,,6/29/2015,1992,8,27866,F
1403,000102089,,,,,,,,,,,,,,,,,12/15/2016,1995,25,442224,M
1404,000100613,,,,,,,,,,,,,,,,,10/25/2016,1979,63,40714704,M
1405,000100703,,,,,,,,,,,,,,,,,10/26/2016,1981,62,45521443,F
1406,000102091,,,,,,,,,,,,,,,,,12/15/2016,1971,27,59507,M
1407,000101062,,,,,,,,,,,,,,,,,11/4/2016,1979,53,44843,M
1408,000100611,,,,,,,,,,,,,,,,,10/25/2016,1992,63,6637308,F
1409,000102050,,,,,,,,,,,,,,,,,12/14/2016,1981,2,50190,M
1410,000105236,,,,,,,,,,,,,,,,,5/9/2017,1985,0,3961004,F
1411,000103103,,,,,,,,,,,,,,,,,2/20/2017,1983,0,106255,F
1412,000105746,,,,,,,,,,,,,,,,,6/2/2017,1964,0,541422,M
1413,000103779,,,,,,,,,,,,,,,,,3/8/2017,1997,30,65004,M
1414,000104808,,,,,,,,,,,,,,,,,4/24/2017,1986,0,23637,F
1415,000105920,,,,,,,,,,,,,,,,,6/7/2017,1989,0,41217,F
1416,000102935,,,,,,,,,,,,,,,,,2/8/2017,1993,0,54225,M
1417,000103837,,,,,,,,,,,,,,,,,3/10/2017,1960,0,2553915,F
1418,000018601,,,,,,,,,,,,,,,,,10/24/2008,1961,380,110858,F
1419,000019096,,,,,,,,,,,,,,,,,7/4/2009,1965,127,198774,M
1420,000020151,,,,,,,,,,,,,,,,,8/15/2009,1985,85,2116064,M
1421,000022357,,,,,,,,,,,,,,,,,8/26/2008,1983,439,6121,M
1422,000019280,,,,,,,,,,,,,,,,,4/14/2009,1974,208,276963,M
1423,000019225,,,,,,,,,,,,,,,,,4/14/2009,1960,208,49999,M
1424,000017835,,,,,,,,,,,,,,,,,9/12/2008,1968,422,245469,M
1425,000020896,,,,,,,,,,,,,,,,,6/4/2009,1979,157,1110,F
1426,000021910,11,13,21250000,9652000,8,11,14187500,13988000,6,10,11125000,11600000,16,23,511280805,584284446,7/31/2008,1971,465,73708038,M
1427,000018076,,,,,,,,,,,,,,,,,6/16/2009,1976,145,117323,M
1428,000019886,,,,,,,,,,,,,,,,,11/4/2008,1979,369,5175,M
1429,000022340,,,,,,,,,,,,,,,,,8/6/2008,1966,459,32573,M
1430,000019438,,,,,,,,,,,,,,,,,12/1/2008,1979,342,37374,F
1431,000020883,26,33,2410156600,2405883178,6,9,11500000,11560150,3,4,3006600,3000000,29,30,3112100,5000000,5/22/2009,1980,170,1973255,F
1432,000007468,83,98,986351232,2360081111,149,165,1505414577,1331800000,89,105,607401957,611894000,67,82,715287535,773832000,5/22/2009,1985,170,63498374,F
1433,000017357,,,,,,,,,,,,,,,,,8/28/2009,1987,72,6750,F
1434,000019642,,,,,,,,,,,,,,,,,10/7/2008,1970,397,153018,M
1435,000019481,,,,,,,,,,,,,,,,,7/4/2009,1978,127,2887,M
1436,000019780,,,,,,,,,,,,,,,,,7/10/2009,1986,121,104845,M
1437,000019781,,,,,,,,,,,,,,,,,7/10/2009,1985,121,18274,M
1438,000019069,,,,,,,,,,,,,,,,,12/9/2008,1986,334,151621,F
1439,000017368,,,,,,,,,,,,,,,,,12/9/2008,1986,334,158855,M
1440,000020203,,,,,,,,,,,,,,,,,6/26/2009,1956,135,119878,F
1441,000018419,,,,,,,,,,,,,,,,,7/2/2009,1984,129,1487,M
1442,000020567,,,,,,,,,,,,,,,,,10/12/2009,1991,27,1644,M
1443,000017788,41,54,107400000,73200000,17,29,31000000,150600000,65,77,127000000,89800000,121,128,337000000,245200000,2/29/2008,1982,618,19551420,M
1444,000022292,,,,,,,,,,,,,,,,,10/8/2008,1963,398,3284,M
1445,000018797,,,,,,,,,,,,,,,,,7/3/2009,1970,128,64978,M
1446,000018798,,,,,,,,,,,,,,,,,7/3/2009,1979,128,22717,F
1447,000020047,,,,,,,,,,,,,,,,,12/2/2008,1968,341,994347,M
1448,000018452,,,,,,,,,,,,,,,,,2/16/2009,1980,265,1256,M
1449,000018819,,,,,,,,,,,,,,,,,9/24/2009,1966,45,1260359,F
1450,000017371,,,,,,,,,,,,,,,,,3/26/2009,1983,227,879475,F
1451,000019293,32,42,73114314,73594180,25,33,85572988,85093936,39,52,119230019,107954200,33,51,70131365,73320085,5/28/2008,1981,529,3228733,F
1452,000019304,,,,,,,,,,,,,,,,,6/12/2008,1985,514,62875,F
1453,000018820,81,106,410332986,410393377,95,113,217496052,217485000,142,196,536051072,536097157,71,108,72841188,76398621,11/13/2009,1981,25,3676668,F
1454,000029302,,,,,,,,,,,,,,,,,11/19/2009,1975,35,8783,M
1455,000029300,,,,,,,,,,,,,,,,,11/18/2009,1987,110,8972,F
1456,000060827,,,,,,,,,,,,,,,,,11/1/2012,1986,214,7109,M
1457,000031982,,,,,,,,,,,,,,,,,11/27/2009,1973,1,263035,M
1458,000094895,7,9,21820025,20000000,9,13,27574307,43000000,10,16,131819111,111750000,8,14,83569916,85800000,4/28/2016,1984,0,2442325,M
1459,000033949,,,,,,,,,,,,,,,,,2/24/2010,1986,7,114096,F
1460,000034215,,,,,,,,,,,,,,,,,3/3/2010,1977,28,7312,F
1461,000034588,,,,,,,,,,,,,,,,,3/17/2010,1935,6,120568,M
1462,000036569,,,,,,,,,,,,,,,,,6/3/2010,1988,8,14446,F
1463,000036564,,,,,,,,,,,,,,,,,6/3/2010,1985,8,5856,M
1464,000060855,,,,,,,,,,,,,,,,,11/1/2012,1990,202,56770,M
1465,000095308,9,12,7791744,6301000,9,12,13833908,13830000,26,30,38484641,39078000,20,22,25688374,25978000,5/19/2016,1983,0,954219,M
1466,000049989,,,,,,,,,,,,,,,,,11/11/2011,1990,228,107554,M
1467,000017840,,,,,,,,,,,,,,,,,4/15/2011,1960,123,58532,F
1468,000047778,20,34,73907777,288925821,29,53,141510724,232134521,42,76,896944844,961058798,27,51,90827128,106655721,8/2/2011,1988,29,10803659,F
1469,000047887,,,,,,,,,,,,,,,,,8/3/2011,1984,50,2207,M
1470,000047891,,,,,,,,,,,,,,,,,8/3/2011,1974,552,923316,M
1471,000047878,,,,,,,,,,,,,,,,,8/3/2011,1984,33,8648,M
1472,000048142,,,,,,,,,,,,,,,,,8/16/2011,1984,77,61085,M
1473,000048176,,,,,,,,,,,,,,,,,8/17/2011,1984,33,1349,F
1474,000048397,5,8,21300000,37485332,11,13,47600000,36019110,20,23,97100000,92401753,,,,,8/30/2011,1981,9,95938,F
1475,000048474,,,,,,,,,,,,,,,,,9/6/2011,1980,100,2782,F
1476,000048462,,,,,,,,,,,,,,,,,9/6/2011,1989,14,24044,F
1477,000048398,,,,,,,,,,,,,,,,,8/30/2011,1982,1,108873,M
1478,000048113,,,,,,,,,,,,,,,,,8/16/2011,1976,1497,50541,F
1479,000049277,,,,,,,,,,,,,,,,,10/5/2011,1985,0,596761,F
1480,000049594,14,19,55700000,55654268,43,55,92000000,137446819,33,39,118700000,73255736,2,3,5800000,5731071,10/24/2011,1965,24,53092,M
1481,000049952,,,,,,,,,,,,,,,,,11/10/2011,1991,232,73592,F
1482,000049959,,,,,,,,,,,,,,,,,11/10/2011,1993,629,57563,M
1483,000049950,,,,,,,,,,,,,,,,,11/10/2011,1989,931,103093,F
1484,000049946,,,,,,,,,,,,,,,,,11/10/2011,1989,232,96602,F
1485,000051821,,,,,,,,,,,,,,,,,3/2/2012,1985,105,7751,M
1486,000051898,,,,,,,,,,,,,,,,,4/9/2012,1977,0,52471,M
1487,000053490,,,,,,,,,,,,,,,,,4/24/2012,1985,51,7739,M
1488,000054015,,,,,,,,,,,,,,,,,5/10/2012,1988,35,5164,F
1489,000051099,,,,,,,,,,,,,,,,,3/19/2012,1984,7,158474,F
1490,000057948,,,,,,,,,,,,,,,,,8/8/2012,1975,34,130880,M
1491,000059518,,,,,,,,,,,,,,,,,9/20/2012,1967,5,56967,F
1492,000060503,,,,,,,,,,,,,,,,,10/23/2012,1989,10,6288,F
1493,000061558,,,,,,,,,,,,,,,,,11/23/2012,1980,0,6700,M
1494,000064362,,,,,,,,,,,,,,,,,3/14/2013,1968,92,3025,F
1495,000067066,,,,,,,,,,,,,,,,,6/26/2013,1992,35,152587,F
1496,000064349,,,,,,,,,,,,,,,,,3/13/2013,1991,9,56946,F
1497,000064226,,,,,,,,,,,,,,,,,3/5/2013,1988,16,133294,M
1498,000065423,10,46,50154220,50144699,23,93,60000000,62908781,14,58,38169000,37114563,11,32,27661000,27783200,5/23/2013,1991,4,2097245,F
1499,000066932,,,,,,,,,,,,,,,,,6/17/2013,1983,0,7788,F
1500,000067404,,,,,,,,,,,,,,,,,6/26/2013,1991,104,101306,F
1501,000020137,,,,,,,,,,,,,,,,,6/13/2013,1981,1082,5040,F
1502,000068105,,,,,,,,,,,,,,,,,7/22/2013,1992,78,61087,F
1503,000068108,3,5,3750000,3740219,,,,,,,,,,,,,7/22/2013,1992,78,13280,F
1504,000068111,,,,,,,,,,,,,,,,,7/22/2013,1991,312,51731,F
1505,000070131,,,,,,,,,,,,,,,,,9/24/2013,1990,14,51606,F
1506,000068896,,,,,,,,,,,,,,,,,8/13/2013,1972,0,257584,M
1507,000070000,,,,,,,,,,,,,,,,,9/20/2013,1992,18,68520,M
1508,000070003,,,,,,,,,,,,,,,,,9/20/2013,1992,18,63110,F
1509,000068161,,,,,,,,,,,,,,,,,7/25/2013,1992,75,148683,F
1510,000069726,,,,,,,,,,,,,,,,,9/10/2013,1990,0,0,F
1511,000074541,,,,,,,,,,,,,,,,,2/19/2014,1974,65,3296,M
1512,000074434,,,,,,,,,,,,,,,,,2/18/2014,1960,66,99198,M
1513,000071342,,,,,,,,,,,,,,,,,10/28/2013,1986,23,5299,M
1514,000074003,,,,,,,,,,,,,,,,,1/17/2014,1988,60,1242,F
1515,000066360,,,,,,,,,,,,,,,,,5/29/2013,1961,92,3694804,F
1516,000071135,,,,,,,,,,,,,,,,,10/24/2013,1993,28,3175,M
1517,000071927,3,3,23168,0,1,1,1,0,,,,,,,,,11/11/2013,1971,0,0,M
1518,000076483,3,6,7089015,7095000,7,11,201896386,201925452,1,2,80333333,80350000,,,,,4/8/2014,1984,0,130329,M
1519,000074833,,,,,,,,,,,,,,,,,2/24/2014,1974,60,6089,M
1520,000068719,9,12,15700000,300067667,16,17,28600000,1300000,11,12,19600000,1000000000,8,8,11500000,0,2/28/2014,1950,28,5983582,F
1521,000074730,,,,,,,,,,,,,,,,,2/20/2014,1977,64,6369,M
1522,000074966,,,,,,,,,,,,,,,,,2/25/2014,1963,59,4728,M
1523,000076447,,,,,,,,,,,,,,,,,4/11/2014,1969,137,686,M
1524,000071104,,,,,,,,,,,,,,,,,10/23/2013,1970,28,4297,M
1525,000070891,,,,,,,,,,,,,,,,,10/22/2013,1976,29,2988,M
1526,000071211,,,,,,,,,,,,,,,,,10/24/2013,1979,27,3887,M
1527,000070156,,,,,,,,,,,,,,,,,9/25/2013,1990,13,62190,M
1528,000074679,,,,,,,,,,,,,,,,,2/24/2014,1973,60,87426,M
1529,000073689,3,6,927847,1050000,3,6,917762,1050000,3,6,907676,1050000,3,6,953563,1050000,1/2/2014,1982,0,3739605,M
