   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
2142,000072427,,,,,,,,,,,,,,,,,11/28/2013,1981,0,2550109,F
2143,000071110,,,,,,,,,,,,,,,,,10/23/2013,1982,29,4034,M
2144,000071299,,,,,,,,,,,,,,,,,10/24/2013,1969,27,8065,M
2145,000074928,,,,,,,,,,,,,,,,,2/25/2014,1981,59,6685,M
2146,000076978,,,,,,,,,,,,,,,,,4/26/2014,1984,30,3449,M
2147,000070146,,,,,,,,,,,,,,,,,9/25/2013,1992,13,51649,F
2148,000071207,,,,,,,,,,,,,,,,,10/24/2013,1982,27,49655,M
2149,000071222,,,,,,,,,,,,,,,,,10/24/2013,1965,28,6778,M
2150,000071224,,,,,,,,,,,,,,,,,10/24/2013,1964,27,6885,M
2151,000070010,,,,,,,,,,,,,,,,,9/20/2013,1991,18,51200,F
2152,000074436,,,,,,,,,,,,,,,,,2/18/2014,1965,66,6560,M
2153,000074705,,,,,,,,,,,,,,,,,2/24/2014,1974,60,771,M
2154,000074765,,,,,,,,,,,,,,,,,2/21/2014,1973,63,7404,M
2155,000074721,,,,,,,,,,,,,,,,,2/20/2014,1976,64,7880,M
2156,000074722,,,,,,,,,,,,,,,,,2/20/2014,1977,64,7293,M
2157,000074849,,,,,,,,,,,,,,,,,2/24/2014,1986,60,7210,M
2158,000072729,,,,,,,,,,,,,,,,,12/5/2013,1984,32,71504,F
2159,000076969,,,,,,,,,,,,,,,,,4/29/2014,1991,30,103045,M
2160,000076438,,,,,,,,,,,,,,,,,4/7/2014,1994,313,58519,M
2161,000076448,,,,,,,,,,,,,,,,,4/7/2014,1994,313,99578,F
2162,000076980,,,,,,,,,,,,,,,,,4/26/2014,1991,45,5478,M
2163,000077699,,,,,,,,,,,,,,,,,6/2/2014,1975,23,1042,M
2164,000078191,,,,,,,,,,,,,,,,,6/17/2014,1986,99,3047,F
2165,000076052,17,20,23434000,25035089,21,24,24133000,23885088,15,18,23887000,24893547,10,13,14586000,13806190,4/2/2014,1980,51,1908325,M
2166,000077507,,,,,,,,,,,,,,,,,5/22/2014,1980,0,75029,M
2167,000076443,,,,,,,,,,,,,,,,,4/11/2014,1986,28,6182,M
2168,000074557,,,,,,,,,,,,,,,,,2/20/2014,1989,64,3041,M
2169,000080704,,,,,,,,,,,,,,,,,9/15/2014,1952,0,246905,M
2170,000077380,,,,,,,,,,,,,,,,,5/21/2014,1970,97,73794,M
2171,000096368,19,23,17313266,17400000,17,20,23821713,25200000,20,23,24711483,33000000,14,17,25235194,27000000,6/22/2016,1979,8,3072851,F
2172,000077480,,,,,,,,,,,,,,,,,5/21/2014,1983,96,51690,M
2173,000078200,7,10,26944445,27000000,7,10,26393890,26500000,6,9,25855001,25900000,10,12,17214498,17100000,6/18/2014,1967,5,55695,F
2174,000074547,,,,,,,,,,,,,,,,,2/21/2014,1956,63,653,M
2175,000074711,,,,,,,,,,,,,,,,,2/24/2014,1974,60,4996,M
2176,000074870,,,,,,,,,,,,,,,,,2/24/2014,1980,60,4714,M
2177,000077388,,,,,,,,,,,,,,,,,5/21/2014,1969,35,77468,M
2178,000077483,,,,,,,,,,,,,,,,,5/21/2014,1981,96,976809,M
2179,000076460,,,,,,,,,,,,,,,,,4/8/2014,1971,45,6412,M
2180,000078967,8,11,15866583,15850000,6,10,92467972,95900000,3,4,4720000,1500000,3,7,4958622,16000000,7/17/2014,1983,0,11327855,F
2181,000074605,,,,,,,,,,,,,,,,,2/21/2014,1971,63,4069,M
2182,000077649,,,,,,,,,,,,,,,,,5/29/2014,1971,0,52974,F
2183,000076951,,,,,,,,,,,,,,,,,9/25/2014,1974,30,51603,F
2184,000080681,8,11,30407625,30150000,7,10,29717179,30256000,7,10,29633940,30000000,12,14,20879590,21000000,9/12/2014,1966,0,1002349,F
2185,000082600,,,,,,,,,,,,,,,,,11/26/2014,1971,1,78679,M
2186,000076030,,,,,,,,,,,,,,,,,4/2/2014,1972,51,129326,M
2187,000082615,,,,,,,,,,,,,,,,,11/27/2014,1993,412,123146,M
2188,000074613,,,,,,,,,,,,,,,,,2/21/2014,1984,63,3488,M
2189,000074405,,,,,,,,,,,,,,,,,2/18/2014,1974,90,4181,M
2190,000082480,7,10,18252417,18265000,7,10,17943648,17945000,10,13,17642732,17660000,10,12,11941546,11945000,11/19/2014,1996,0,80837,M
2191,000074684,,,,,,,,,,,,,,,,,2/24/2014,1957,60,63799,M
2192,000074768,,,,,,,,,,,,,,,,,2/21/2014,1984,63,61335,M
2193,000078684,,,,,,,,,,,,,,,,,7/4/2014,1960,0,96195,F
2194,000075936,,,,,,,,,,,,,,,,,4/2/2014,1975,51,2104,M
2195,000074375,,,,,,,,,,,,,,,,,2/19/2014,1954,65,4136,M
2196,000082873,7,10,23999029,24000000,6,9,23551439,23526000,6,10,319044650,319028000,2,4,1769398,1770000,12/4/2014,1987,0,200520,F
2197,000074746,,,,,,,,,,,,,,,,,2/21/2014,1983,59,6851,M
2198,000086568,6,9,64347563,64347563,6,9,62602549,62602549,18,21,61356374,61297173,10,14,60547215,80206583,5/25/2015,1968,2,19762721,F
2199,000076065,,,,,,,,,,,,,,,,,4/2/2014,1977,21,8531,M
2200,000078210,69,70,10009542,9700000,29,31,29398654,29400000,58,61,38344196,38500000,23,23,167721,0,6/18/2014,1967,1,1382,M
2201,000081852,,,,,,,,,,,,,,,,,10/24/2014,1984,0,55725,M
2202,000085530,,,,,,,,,,,,,,,,,4/6/2015,1965,0,12897579,M
2203,000073586,0,1,0,300000,,,,,,,,,,,,,12/30/2013,1988,0,807441,M
2204,000079080,,,,,,,,,,,,,,,,,7/23/2014,1971,0,55770,F
2205,000077466,,,,,,,,,,,,,,,,,5/21/2014,1987,20,51837,M
2206,000077371,,,,,,,,,,,,,,,,,5/16/2014,1986,40,1175,M
2207,000077355,,,,,,,,,,,,,,,,,5/16/2014,1973,25,180542,M
2208,000077635,45,48,35662389,35745000,53,56,34936389,34900000,38,41,34118264,34100000,51,55,44298607,44190000,5/29/2014,1980,0,261645,F
2209,000074952,,,,,,,,,,,,,,,,,2/25/2014,1960,59,3950,M
2210,000077771,,,,,,,,,,,,,,,,,6/4/2014,1976,93,88345,M
2211,000078487,4,5,1638813298,2738602098,,,,,2,2,31750,0,12,16,1299920000,1300756637,6/30/2014,1976,52,1126395,F
2212,000078988,6,9,12213958,12500000,6,9,11965232,12000000,6,9,11722508,12000000,6,9,11690387,12000000,7/17/2014,1990,4,1242856,M
2213,000076289,,,,,,,,,,,,,,,,,4/3/2014,1987,176,7374,M
2214,000077354,,,,,,,,,,,,,,,,,5/16/2014,1983,55,59214,M
2215,000076449,,,,,,,,,,,,,,,,,4/7/2014,1993,313,53154,F
2216,000076028,,,,,,,,,,,,,,,,,4/2/2014,1988,21,66798,F
2217,000086254,6,9,22003259,22060000,6,9,21634056,21637000,6,9,21271583,21290000,10,12,14409309,14415000,5/8/2015,1985,0,250616,M
2218,000075660,,,,,,,,,,,,,,,,,3/13/2014,1985,53,3703,F
2219,000075949,,,,,,,,,,,,,,,,,4/2/2014,1992,37,3587,M
2220,000097065,1,3,2000000,5750000,12,16,15000000,14000000,,,,,1,1,2600000,0,7/12/2016,1983,56,60804,M
2221,000078951,7,10,23996383,23984000,7,10,23507935,23509000,6,9,23029792,23231000,6,10,22967697,30093000,7/16/2014,1992,0,8502529,F
2222,000082315,5,7,240500000,240259639,16,20,73500000,73357152,1,2,2000000,2121471,20,26,83800000,153957662,11/10/2014,1986,38,72476488,F
2223,000087021,9,12,18000000,30000000,16,19,41800000,30000000,14,17,28000000,30000000,14,17,27000000,23125000,6/9/2015,1965,28,362641,M
2224,000086482,,,,,,,,,,,,,,,,,5/18/2015,1983,0,56667,F
2225,000088283,3,3,3550000,0,1,1,2500000,0,3,3,5000000,0,2,2,3600000,0,7/21/2015,1976,34,1358481,F
2226,000092319,,,,,,,,,,,,,,,,,1/4/2016,1994,0,152041,M
2227,000092950,,,,,,,,,,,,,,,,,1/29/2016,1971,0,853491,M
2228,000092212,7,10,9875400,15500000,6,8,10077233,5000000,6,10,68764246,130000000,3,3,5254241,0,12/28/2015,1982,25,55288124,M
2229,000092915,,,,,,,,,,,,,,,,,1/27/2016,1977,62,6404,F
2230,000092914,9,15,21100000,18582500,7,11,14100000,14832500,3,10,7000000,19082500,9,13,23000000,14832500,1/27/2016,1989,62,5075888,F
2231,000092909,17,24,23100000,23082500,12,16,19500000,19582500,13,19,22150000,22582500,10,14,18522000,18582500,1/27/2016,1992,62,608432,M
2232,000089460,11,16,36605179,40700000,8,12,35315487,36000000,8,12,45374390,41000000,4,6,12770147,12000000,9/8/2015,1987,0,8,M
2233,000093065,30,37,46000000,49582500,22,27,44000000,42082500,1,8,67000000,65582500,10,16,81500000,21865000,2/5/2016,1990,53,7645316,M
2234,000090458,,,,,,,,,,,,,,,,,10/22/2015,1994,0,26681,F
2235,000093759,,,,,,,,,,,,,,,,,3/21/2016,1977,8,4620,M
2236,000091637,,,,,,,,,,,,,,,,,12/3/2015,1992,0,107638,F
2237,000092886,17,23,18300000,17831164,13,19,21200000,21253583,8,11,10400000,10281573,,,,,2/4/2016,1963,54,15839,M
2238,000087599,,,,,,,,,,,,,,,,,6/29/2015,1981,8,2619,M
2239,000094007,18,25,30200000,26000000,9,13,18650000,19527500,13,19,23000000,22582500,12,17,17100000,25582500,4/1/2016,1991,26,10593921,M
2240,000090128,,,,,,,,,,,,,,,,,10/6/2015,1983,0,50800,F
2241,000091883,,,,,,,,,,,,,,,,,12/15/2015,1982,0,433480,M
2242,000094767,3,8,2246000,1629138,,,,,,,,,,,,,4/26/2016,1976,30,152920,M
2243,000092918,18,24,21800000,21321711,,,,,2,3,1150000,1000000,10,13,19800000,100000000,2/4/2016,1985,54,80200290,M
2244,000091230,,,,,,,,,,,,,,,,,11/17/2015,1978,0,81919,F
2245,000091900,,,,,,,,,,,,,,,,,12/15/2015,1996,0,101408,F
2246,000089666,,,,,,,,,,,,,,,,,9/17/2015,1962,431,33336,M
2247,000094008,22,34,28900000,29350000,11,16,15750000,15280000,18,26,25850000,28757900,23,32,42900000,41643700,4/1/2016,1992,21,1067793,M
2248,000100427,,,,,,,,,,,,,,,,,10/18/2016,1970,0,27366,F
2249,000100327,,,,,,,,,,,,,,,,,10/13/2016,1979,0,21924,M
2250,000100610,,,,,,,,,,,,,,,,,10/25/2016,1982,91,12023260,M
2251,000099711,0,1,0,50000,17,24,42099814,42300000,20,25,44885954,44850000,6,9,45910930,46020000,9/26/2016,1990,0,242698,M
2252,000097390,5,11,54290291,55200000,3,6,7861583,7259000,3,6,8097250,8400000,3,6,9016000,9076000,7/26/2016,1989,1,571649,M
2253,000097288,7,11,12500000,12631585,10,16,25900000,25892796,9,14,18150000,18147034,9,14,22050000,22088077,7/20/2016,1984,22,56034,M
2254,000098728,0,1,0,50000,,,,,,,,,,,,,8/26/2016,1985,0,6125,F
2255,000098482,4,7,14170388,14350000,8,12,40841408,45500000,10,13,58197180,54000000,6,9,60430892,61000000,8/17/2016,1989,0,1125268,F
2256,000097406,0,2,0,344696,0,5,0,2721684,3,6,3500000,1797780,3,4,1200000,273900,7/27/2016,1976,9,340815,M
2257,000102641,,,,,,,,,,,,,,,,,1/11/2017,1988,14,73496,M
2258,000102619,,,,,,,,,,,,,,,,,1/11/2017,1979,14,76150,M
2259,000104634,,,,,,,,,,,,,,,,,4/12/2017,1996,49,4201808,F
2260,000104621,,,,,,,,,,,,,,,,,4/11/2017,1995,50,4201808,F
2261,000103780,,,,,,,,,,,,,,,,,3/8/2017,1991,30,1106410,M
